customer_id,first_name,last_name,email,city,is_active
C0558,User558,Test558,user558@example.com,Paris,true
C0559,User559,Test559,user559@example.com,Lille,true
C0560,User560,Test560,user560@example.com,Lille,true
C0561,User561,Test561,user561@example.com,Lyon,true
C0562,User562,Test562,user562@example.com,Nantes,true
C0563,User563,Test563,user563@example.com,Nice,true
C0564,User564,Test564,user564@example.com,Nice,true
C0565,User565,Test565,user565@example.com,Lyon,false
C0566,User566,Test566,user566@example.com,Lyon,true
C0567,User567,Test567,user567@example.com,Marseille,true
C0568,User568,Test568,user568@example.com,Bordeaux,false
C0569,User569,Test569,user569@example.com,Marseille,true
C0570,User570,Test570,user570@example.com,Marseille,true
C0571,User571,Test571,user571@example.com,Toulouse,true
C0572,User572,Test572,user572@example.com,Paris,true
C0573,User573,Test573,user573@example.com,Bordeaux,true
C0574,User574,Test574,user574@example.com,Lyon,true
C0575,User575,Test575,user575@example.com,Nice,true
C0576,User576,Test576,user576@example.com,Lyon,true
C0577,User577,Test577,user577@example.com,Toulouse,true
C0578,User578,Test578,user578@example.com,Nice,false
C0579,User579,Test579,user579@example.com,Nice,true
C0580,User580,Test580,user580@example.com,Bordeaux,true
C0581,User581,Test581,user581@example.com,Lyon,true
C0582,User582,Test582,user582@example.com,Lille,true
C0583,User583,Test583,user583@example.com,Lille,true
C0584,User584,Test584,user584@example.com,Toulouse,true
C0585,User585,Test585,user585@example.com,Lille,true
C0586,User586,Test586,user586@example.com,Marseille,false
C0587,User587,Test587,user587@example.com,Lyon,true
C0588,User588,Test588,user588@example.com,Marseille,true
C0589,User589,Test589,user589@example.com,Marseille,true
C0590,User590,Test590,user590@example.com,Nantes,true
C0591,User591,Test591,user591@example.com,Toulouse,true
C0592,User592,Test592,user592@example.com,Marseille,true
C0593,User593,Test593,user593@example.com,Nice,true
C0594,User594,Test594,user594@example.com,Lyon,true
C0595,User595,Test595,user595@example.com,Toulouse,true
C0596,User596,Test596,user596@example.com,Marseille,true
C0597,User597,Test597,user597@example.com,Lille,true
C0598,User598,Test598,user598@example.com,Toulouse,true
C0599,User599,Test599,user599@example.com,Bordeaux,true
C0600,User600,Test600,user600@example.com,Paris,true
C0601,User601,Test601,user601@example.com,Lyon,true
C0602,User602,Test602,user602@example.com,Paris,true
C0603,User603,Test603,user603@example.com,Paris,true
C0604,User604,Test604,user604@example.com,Lyon,false
C0605,User605,Test605,user605@example.com,Lyon,true
C0606,User606,Test606,user606@example.com,Lyon,false
C0607,User607,Test607,user607@example.com,Nantes,true
C0608,User608,Test608,user608@example.com,Bordeaux,true
C0609,User609,Test609,user609@example.com,Toulouse,true
C0610,User610,Test610,user610@example.com,Marseille,true
C0611,User611,Test611,user611@example.com,Lyon,false
C0612,User612,Test612,user612@example.com,Bordeaux,true
C0613,User613,Test613,user613@example.com,Lille,true
C0614,User614,Test614,user614@example.com,Paris,false
C0615,User615,Test615,user615@example.com,Marseille,true
C0616,User616,Test616,user616@example.com,Nantes,true
C0617,User617,Test617,user617@example.com,Lyon,true
C0618,User618,Test618,user618@example.com,Lille,false
C0619,User619,Test619,user619@example.com,Nantes,true
C0620,User620,Test620,user620@example.com,Nice,true
C0621,User621,Test621,user621@example.com,Lyon,true
C0622,User622,Test622,user622@example.com,Lyon,true
C0623,User623,Test623,user623@example.com,Bordeaux,true
C0624,User624,Test624,user624@example.com,Lyon,true
C0625,User625,Test625,user625@example.com,Marseille,true
C0626,User626,Test626,user626@example.com,Bordeaux,true
C0627,User627,Test627,user627@example.com,Lille,true
C0628,User628,Test628,user628@example.com,Lyon,true
C0629,User629,Test629,user629@example.com,Lille,true
C0630,User630,Test630,user630@example.com,Lyon,false
C0631,User631,Test631,user631@example.com,Nice,false
C0632,User632,Test632,user632@example.com,Paris,true
C0633,User633,Test633,user633@example.com,Nantes,true
C0634,User634,Test634,user634@example.com,Lille,true
C0635,User635,Test635,user635@example.com,Paris,true
C0636,User636,Test636,user636@example.com,Marseille,true
C0637,User637,Test637,user637@example.com,Marseille,true
C0638,User638,Test638,user638@example.com,Bordeaux,true
C0639,User639,Test639,user639@example.com,Bordeaux,true
C0640,User640,Test640,user640@example.com,Bordeaux,true
C0641,User641,Test641,user641@example.com,Nantes,false
C0642,User642,Test642,user642@example.com,Toulouse,true
C0643,User643,Test643,user643@example.com,Bordeaux,true
C0644,User644,Test644,user644@example.com,Lyon,true
C0645,User645,Test645,user645@example.com,Lille,true
C0646,User646,Test646,user646@example.com,Paris,true
C0647,User647,Test647,user647@example.com,Marseille,true
C0648,User648,Test648,user648@example.com,Paris,true
C0649,User649,Test649,user649@example.com,Lyon,true
C0650,User650,Test650,user650@example.com,Nantes,true
C0651,User651,Test651,user651@example.com,Nice,true
C0652,User652,Test652,user652@example.com,Nantes,true
C0653,User653,Test653,user653@example.com,Nice,true
C0654,User654,Test654,user654@example.com,Lille,true
C0655,User655,Test655,user655@example.com,Paris,true
C0656,User656,Test656,user656@example.com,Marseille,true
C0657,User657,Test657,user657@example.com,Lille,true
C0658,User658,Test658,user658@example.com,Paris,true
C0659,User659,Test659,user659@example.com,Marseille,true
C0660,User660,Test660,user660@example.com,Nantes,true
C0661,User661,Test661,user661@example.com,Nantes,true
C0662,User662,Test662,user662@example.com,Lille,true
C0663,User663,Test663,user663@example.com,Bordeaux,true
C0664,User664,Test664,user664@example.com,Bordeaux,true
C0665,User665,Test665,user665@example.com,Paris,true
C0666,User666,Test666,user666@example.com,Lille,true
C0667,User667,Test667,user667@example.com,Toulouse,true
C0668,User668,Test668,user668@example.com,Bordeaux,true
C0669,User669,Test669,user669@example.com,Bordeaux,true
C0670,User670,Test670,user670@example.com,Toulouse,true
C0671,User671,Test671,user671@example.com,Lyon,true
C0672,User672,Test672,user672@example.com,Toulouse,true
C0673,User673,Test673,user673@example.com,Lille,true
C0674,User674,Test674,user674@example.com,Paris,true
C0675,User675,Test675,user675@example.com,Toulouse,false
C0676,User676,Test676,user676@example.com,Marseille,true
C0677,User677,Test677,user677@example.com,Toulouse,true
C0678,User678,Test678,user678@example.com,Toulouse,true
C0679,User679,Test679,user679@example.com,Marseille,true
C0680,User680,Test680,user680@example.com,Bordeaux,true
C0681,User681,Test681,user681@example.com,Nantes,true
C0682,User682,Test682,user682@example.com,Bordeaux,true
C0683,User683,Test683,user683@example.com,Marseille,true
C0684,User684,Test684,user684@example.com,Paris,true
C0685,User685,Test685,user685@example.com,Toulouse,true
C0686,User686,Test686,user686@example.com,Lyon,true
C0687,User687,Test687,user687@example.com,Toulouse,true
C0688,User688,Test688,user688@example.com,Paris,true
C0689,User689,Test689,user689@example.com,Nantes,true
C0690,User690,Test690,user690@example.com,Toulouse,true
C0691,User691,Test691,user691@example.com,Bordeaux,false
C0692,User692,Test692,user692@example.com,Marseille,true
C0693,User693,Test693,user693@example.com,Marseille,true
C0694,User694,Test694,user694@example.com,Bordeaux,true
C0695,User695,Test695,user695@example.com,Nice,true
C0696,User696,Test696,user696@example.com,Nice,true
C0697,User697,Test697,user697@example.com,Nantes,true
C0698,User698,Test698,user698@example.com,Toulouse,true
C0699,User699,Test699,user699@example.com,Nice,true
C0700,User700,Test700,user700@example.com,Paris,true
C0701,User701,Test701,user701@example.com,Bordeaux,true
C0702,User702,Test702,user702@example.com,Nantes,true
C0703,User703,Test703,user703@example.com,Lille,true
C0704,User704,Test704,user704@example.com,Toulouse,false
C0705,User705,Test705,user705@example.com,Bordeaux,true
C0706,User706,Test706,user706@example.com,Toulouse,true
C0707,User707,Test707,user707@example.com,Nantes,true
C0708,User708,Test708,user708@example.com,Bordeaux,true
C0709,User709,Test709,user709@example.com,Toulouse,true
C0710,User710,Test710,user710@example.com,Marseille,true
C0711,User711,Test711,user711@example.com,Toulouse,true
C0712,User712,Test712,user712@example.com,Paris,true
C0713,User713,Test713,user713@example.com,Bordeaux,true
C0714,User714,Test714,user714@example.com,Marseille,true
C0715,User715,Test715,user715@example.com,Marseille,true
C0716,User716,Test716,user716@example.com,Paris,true
C0717,User717,Test717,user717@example.com,Toulouse,true
C0718,User718,Test718,user718@example.com,Lille,true
C0719,User719,Test719,user719@example.com,Paris,true
C0720,User720,Test720,user720@example.com,Nice,true
C0721,User721,Test721,user721@example.com,Marseille,true
C0722,User722,Test722,user722@example.com,Toulouse,true
C0723,User723,Test723,user723@example.com,Toulouse,true
C0724,User724,Test724,user724@example.com,Nice,false
C0725,User725,Test725,user725@example.com,Lille,true
C0726,User726,Test726,user726@example.com,Lille,true
C0727,User727,Test727,user727@example.com,Nice,true
C0728,User728,Test728,user728@example.com,Bordeaux,true
C0729,User729,Test729,user729@example.com,Nantes,true
C0730,User730,Test730,user730@example.com,Lille,true
C0731,User731,Test731,user731@example.com,Lyon,false
C0732,User732,Test732,user732@example.com,Nantes,true
C0733,User733,Test733,user733@example.com,Paris,true
C0734,User734,Test734,user734@example.com,Nantes,true
C0735,User735,Test735,user735@example.com,Lyon,true
C0736,User736,Test736,user736@example.com,Marseille,true
C0737,User737,Test737,user737@example.com,Lille,true
C0738,User738,Test738,user738@example.com,Bordeaux,true
C0739,User739,Test739,user739@example.com,Marseille,true
C0740,User740,Test740,user740@example.com,Nice,true
C0741,User741,Test741,user741@example.com,Paris,true
C0742,User742,Test742,user742@example.com,Toulouse,true
C0743,User743,Test743,user743@example.com,Paris,true
C0744,User744,Test744,user744@example.com,Bordeaux,true
C0745,User745,Test745,user745@example.com,Lille,true
C0746,User746,Test746,user746@example.com,Marseille,true
C0747,User747,Test747,user747@example.com,Nice,true
C0748,User748,Test748,user748@example.com,Bordeaux,true
C0749,User749,Test749,user749@example.com,Lille,true
C0750,User750,Test750,user750@example.com,Paris,true
C0751,User751,Test751,user751@example.com,Lyon,true
C0752,User752,Test752,user752@example.com,Paris,true
C0753,User753,Test753,user753@example.com,Marseille,true
C0754,User754,Test754,user754@example.com,Lyon,true
C0755,User755,Test755,user755@example.com,Nantes,true
C0756,User756,Test756,user756@example.com,Nice,true
C0757,User757,Test757,user757@example.com,Nice,true
C0758,User758,Test758,user758@example.com,Toulouse,true
C0759,User759,Test759,user759@example.com,Bordeaux,true
C0760,User760,Test760,user760@example.com,Nantes,true
C0761,User761,Test761,user761@example.com,Lyon,false
C0762,User762,Test762,user762@example.com,Lyon,true
C0763,User763,Test763,user763@example.com,Nantes,true
C0764,User764,Test764,user764@example.com,Bordeaux,true
C0765,User765,Test765,user765@example.com,Nice,true
C0766,User766,Test766,user766@example.com,Paris,false
C0767,User767,Test767,user767@example.com,Toulouse,true
C0768,User768,Test768,user768@example.com,Nantes,false
C0769,User769,Test769,user769@example.com,Nantes,true
C0770,User770,Test770,user770@example.com,Marseille,true
C0771,User771,Test771,user771@example.com,Nantes,true
C0772,User772,Test772,user772@example.com,Lyon,true
C0773,User773,Test773,user773@example.com,Lille,true
C0774,User774,Test774,user774@example.com,Nice,true
C0775,User775,Test775,user775@example.com,Lille,true
C0776,User776,Test776,user776@example.com,Nantes,true
C0777,User777,Test777,user777@example.com,Nice,true
C0778,User778,Test778,user778@example.com,Nantes,true
C0779,User779,Test779,user779@example.com,Lille,true
C0780,User780,Test780,user780@example.com,Bordeaux,true
C0781,User781,Test781,user781@example.com,Lyon,true
C0782,User782,Test782,user782@example.com,Toulouse,true
C0783,User783,Test783,user783@example.com,Lyon,true
C0784,User784,Test784,user784@example.com,Bordeaux,false
C0785,User785,Test785,user785@example.com,Marseille,true
C0786,User786,Test786,user786@example.com,Nice,true
C0787,User787,Test787,user787@example.com,Lyon,true
C0788,User788,Test788,user788@example.com,Toulouse,true
C0789,User789,Test789,user789@example.com,Bordeaux,true
C0790,User790,Test790,user790@example.com,Nice,true
C0791,User791,Test791,user791@example.com,Paris,true
C0792,User792,Test792,user792@example.com,Paris,true
C0793,User793,Test793,user793@example.com,Toulouse,true
C0794,User794,Test794,user794@example.com,Lyon,true
C0795,User795,Test795,user795@example.com,Paris,true
C0796,User796,Test796,user796@example.com,Lille,true
C0797,User797,Test797,user797@example.com,Paris,true
C0798,User798,Test798,user798@example.com,Nantes,false
C0799,User799,Test799,user799@example.com,Lyon,true
C0800,User800,Test800,user800@example.com,Lyon,true
